,answer,ans_grth,score
21,"Halaman 1 Paragraf 3 Pasal 3 dari Peraturan Otoritas Jasa Keuangan (OJK) Nomor 21/POJK.04/2015 tentang Penetapan Batasan Nilai Transaksi Material sebuah Perusahaan Terbuka menetapkan bahwa:

""Suatu transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.""

Halaman 1 Paragraf 2 Pasal 3 juga menetapkan kriteria tambahan dalam melakukan transaksi material dalam hal perolehan dan pelepasan atas perusahaan atau segmen operasi, yaitu:

a. Nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.
b. Total aset yang menjadi objek transaksi dibagi total aset Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).
c. Laba bersih objek transaksi dibagi dengan laba bersih Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).
d. Pendapatan usaha objek transaksi dibagi dengan pendapatan usaha Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).

Halaman 1 Paragraf 3 Pasal 4 menetapkan kriteria transaksi material khusus untuk Perusahaan Terbuka yang memiliki ekuitas negatif, yaitu:

""Dalam hal transaksi sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan oleh Perusahaan Terbuka yang mempunyai ekuitas negatif, transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 10% (sepuluh persen) atau lebih dari total aset Perusahaan Terbuka.""

Halaman 2 Pasal 4 juga menetapkan bahwa nilai transaksi material dihitung berdasarkan laporan keuangan yang terkini dan wajib disampaikan ke Otoritas Jasa Keuangan jika belum disampaikan. Jangka waktu antara laporan keuangan dan perhitungan nilai transaksi material wajib paling lama 12 (dua belas) hari.","
Suatu transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.",1
22,"Pasal 12, Pasal 19, dan Bagian Ketiga Prosedur Pasal 6 (1) dari Peraturan Otoritas Jasa Keuangan yang relevan dengan pertanyaan Anda menentukan bahwa Perusahaan Terbuka yang akan melakukan Transaksi Material wajib:

1. Menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Material dan/atau kewajaran transaksi (Bagian Ketiga Prosedur Pasal 6 (1) a).
2. Mengumumkan keterbukaan informasi atas setiap Transaksi Material kepada masyarakat (Bagian Ketiga Prosedur Pasal 6 (1) b).
3. Menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan (Bagian Ketiga Prosedur Pasal 6 (1) c).
4. Memperoleh persetujuan RUPS dalam hal Transaksi Material tertentu (Bagian Ketiga Prosedur Pasal 6 (1) d).
5. Melaporkan Transaksi Material kepada Otoritas Jasa Keuangan paling lambat pada akhir hari kerja ke-2 (kedua) setelah tanggal Transaksi Material (Pasal 13 (3)).
6. Mengungkapkan Transaksi Material dalam laporan tahunan atau laporan keuangan tahunan Perusahaan Terbuka, yang mencakup informasi objek transaksi, pihak yang bertransaksi, dan nilai transaksi (Pasal 13 (2) dan (3)).
7. Dalam hal Transaksi Material merupakan transaksi afiliasi, menambahkan informasi seperti hubungan dan sifat hubungan afiliasi dari para pihak yang melakukan Transaksi Material dengan Perusahaan Terbuka, serta penjelasan, pertimbangan, dan alasan dilakukannya transaksi tersebut (Pasal 19).

Juga, sebagaimana diminta dalam Pasal 12, Perusahaan Terbuka yang akan melakukan Transaksi Material wajib menggunakan Penilai dan mengumumkan keterbukaan informasi atas setiap Transaksi Material kepada masyarakat, serta menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan, minimal 12 (dua belas) bulan sebelum tanggal transaksi dilaksanakan.","
a. menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Material dan/atau kewajaran transaksi dimaksud; b. mengumumkan keterbukaan informasi atas setiap Transaksi Material kepada masyarakat; c. menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan; d. terlebih dahulu memperoleh persetujuan RUPS dalam hal: 1. Transaksi Material sebagaimana dimaksud dalam Pasal 3 ayat (1) dan ayat (2) lebih dari 50% (lima puluh persen); 2. Transaksi Material sebagaimana dimaksud dalam Pasal 3 ayat (3) lebih dari 25% (dua puluh lima persen); atau 3. laporan Penilai menyatakan bahwa Transaksi Material yang akan dilakukan tidak wajar; dan - 6 - e. melaporkan hasil pelaksanaan Transaksi Material pada laporan tahunan.",0
23,Pasal 2 ayat (2) huruf c Peraturan Otoritas Jasa Keuangan (OJK) Nomor PER-06/BAP/2014 tentang Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik menyatakan bahwa Informasi atau Fakta Material wajib memuat uraian Informasi atau Fakta Material. Hal ini berarti bahwa setiap informasi atau fakta yang disampaikan kepada Otoritas Jasa Keuangan dan masyarakat wajib memuat rincian atau deskripsi tentang informasi atau fakta tersebut.,"
a. penjelasan, pertimbangan, dan alasan dilakukannya perubahan Kegiatan Usaha; b. informasi keuangan segmen operasi; c. analisis manajemen atas kerugian segmen operasi; d. pernyataan manajemen bahwa pengurangan tersebut tidak mengganggu kelangsungan usaha Perusahaan Terbuka; dan e. tanggal keputusan perubahan Kegiatan Usaha.",1
24,"Pasal 1 dari Peraturan Otoritas Jasa Keuangan (OJK) Nomor PER-03/BAP/2014 tentang Transaksi Material dan Perubahan Kegiatan Usaha menyebutkan bahwa Transaksi Material adalah setiap transaksi yang dilakukan oleh Perusahaan Terbuka atau Perusahaan Terkendali yang memenuhi batasan nilai sebagaimana diatur dalam Peraturan OJK mengenai transaksi material dan perubahan kegiatan usaha.

Sedangkan dalam hal transaksi sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan oleh Perusahaan Terbuka yang mempunyai ekuitas negatif, transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 10% (sepuluh persen) atau lebih dari total aset Perusahaan Terbuka (Pasal 4 (1)).

Oleh karena itu, transaksi material dapat dilakukan oleh Perusahaan Terbuka atau Perusahaan Terkendali yang memenuhi batasan nilai yang ditetapkan oleh OJK. Namun, jika Perusahaan Terbuka mempunyai ekuitas negatif, maka transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 10% atau lebih dari total aset Perusahaan Terbuka.","
a. Perusahaan Terkendali yang bukan merupakan Perusahaan Terbuka dan laporan keuangannya dikonsolidasikan dengan Perusahaan Terbuka, Perusahaan Terbuka wajib melakukan prosedur sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan ini; atau b. Perusahaan Terkendali yang merupakan Perusahaan Terbuka dan laporan keuangannya dikonsolidasikan dengan Perusahaan Terbuka, hanya Perusahaan Terkendali dimaksud yang wajib melakukan prosedur sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan ini.",1
25,"Sesuai dengan Peraturan Nomor I-A Tentang Pencatatan Saham Dan Efek Berisi Ekuitas Selain Saham Yang Diterbitkan Oleh Perusahaan Tercatat PT Bursa Efek Indonesia, pasal 1 huruf I.1, afiliasi terdiri dari beberapa jenis hubungan, yaitu:

a. Hubungan keluarga karena perkawinan dan keturunan sampai derajat kedua, baik secara horizontal maupun vertikal.

b. Hubungan antara pihak dengan pegawai, direktur, atau komisaris dari pihak tersebut.

c. Hubungan antara 2 (dua) perusahaan di mana terdapat 1 (satu) atau lebih anggota direksi atau dewan komisaris yang sama.

d. Hubungan antara perusahaan dan pihak, baik langsung maupun tidak langsung, mengendalikan atau dikendalikan.

e. Hubungan antara 2 (dua) perusahaan yang dikendalikan, baik langsung maupun tidak langsung.

Sedangkan, sesuai dengan Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal, Pasal 1, afiliasi juga terdiri dari beberapa jenis hubungan, yaitu:

a. Hubungan keluarga karena perkawinan sampai dengan derajat kedua, baik secara horizontal maupun vertikal.

b. Hubungan keluarga karena keturunan sampai dengan derajat kedua, baik secara horizontal maupun vertikal.

Serta, sesuai dengan Peraturan Otoritas Jasa Keuangan Tentang Transaksi Afiliasi Dan Transaksi Benturan Kepentingan, Pasal 1, afiliasi terdiri dari beberapa jenis hubungan, yaitu:

a. Hubungan keluarga karena perkawinan dan keturunan sampai derajat kedua, baik secara horizontal maupun vertikal.

b. Hubungan antara pihak dengan pegawai, direktur, atau komisaris dari pihak tersebut.

c. Hubungan antara 2 (dua) perusahaan di mana terdapat 1 (satu) atau lebih anggota direksi atau dewan komisaris yang sama.

d. Hubungan antara perusahaan dan pihak, baik langsung maupun tidak langsung, mengendalikan atau dikendalikan.","
Afiliasi adalah: a. hubungan keluarga karena perkawinan dan keturunan sampai derajat kedua, baik secara horizontal maupun vertikal; b. hubungan antara pihak dengan pegawai, direktur, atau komisaris dari pihak tersebut; c. hubungan antara 2 (dua) perusahaan di mana terdapat 1 (satu) atau lebih anggota direksi atau dewan komisaris yang sama; d. hubungan antara perusahaan dan pihak, baik langsung maupun tidak langsung, mengendalikan atau dikendalikan oleh perusahaan tersebut; e. hubungan antara 2 (dua) perusahaan yang dikendalikan, baik langsung maupun tidak langsung, oleh pihak yang sama; atau f. hubungan antara perusahaan dan pemegang saham utama.",1
26,"Pasal 2, 4, 7, 8, dan 22 dari Peraturan Otoritas Jasa Keuangan (OJK) Nomor 33/POJK.04/2014 tentang Transaksi Afiliasi menetapkan hal-hal yang wajib dilakukan oleh Perusahaan Terbuka saat melakukan Transaksi Afiliasi. Berikut adalah rinciannya:

1. Memiliki prosedur yang memadai untuk memastikan bahwa Transaksi Afiliasi dilaksanakan sesuai dengan praktik bisnis yang umum (Pasal 2).
2. Menyimpan dokumen terkait pelaksanaan prosedur Transaksi Afiliasi selama waktu penyimpanan dokumen sesuai dengan ketentuan peraturan perundang-undangan (Pasal 2).
3. Menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Afiliasi dan/atau kewajaran transaksi (Pasal 4).
4. Mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat (Pasal 4).
5. Menyampaikan keterbukaan informasi dan dokumen pendukungnya kepada Otoritas Jasa Keuangan (Pasal 4).
6. Memperoleh persetujuan Pemegang Saham Independen dalam RUPS, dalam hal nilai Transaksi Afiliasi memenuhi batasan nilai transaksi material yang wajib memperoleh persetujuan (Pasal 4).
7. Melaporkan Transaksi Afiliasi kepada Otoritas Jasa Keuangan paling lambat pada akhir hari kerja ke-2 setelah tanggal Transaksi Afiliasi (Pasal 4 dan 7).
8. Tidak wajib melakukan prosedur sebagaimana dimaksud dalam Pasal 3 serta tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 11, dalam hal Perusahaan Terbuka merupakan lembaga jasa keuangan dalam kondisi tertentu (Pasal 7).
9. Melaksanakan prosedur sebagaimana dimaksud dalam Pasal 11 ayat (1), dalam hal Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dapat mengakibatkan terganggunya kelangsungan usaha Perusahaan Terbuka (Pasal 22).

Demikianlah jawaban mengenai hal-hal yang wajib dilakukan Perusahaan Terbuka saat melakukan Transaksi Afiliasi, mengacu pada beberapa Pasal dari Peraturan Otoritas Jasa Keuangan Nomor 33/POJK.04/2014.","
Perusahaan Terbuka yang melakukan Transaksi Afiliasi wajib: a. menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Afiliasi dan/atau kewajaran transaksi dimaksud; b. mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat; - 6 - c. menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan; dan d. terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS, dalam hal: 1. nilai Transaksi Afiliasi memenuhi batasan nilai transaksi material yang wajib memperoleh persetujuan RUPS; 2. Transaksi Afiliasi yang dapat mengakibatkan terganggunya kelangsungan usaha Perusahaan Terbuka; dan/atau 3. melakukan Transaksi Afiliasi yang berdasarkan pertimbangan Otoritas Jasa Keuangan memerlukan persetujuan Pemegang Saham Independen.",1
27,"Pasal yang relevan terkait sanksi administratif adalah Pasal 43, Pasal 12, Pasal 100, dan Bagian Sembilan Sanksi Administratif (Pasal 41) dari kapital market regulation di Indonesia.

Dalam Pasal 43, ditetapkan bahwa setiap pihak yang melanggar ketentuan sebagaimana dimaksud dalam beberapa pasal lainnya dikenai sanksi administratif. Di sini, sanksi administratif berupa peringatan (artikel 43 ayat 1 dan 43 ayat 2).

Sedangkan Pasal 12 menetapkan bahwa pihak yang melanggar ketentuan sebagaimana dimaksud dalam pasal tertentu dikenai sanksi administratif berupa denda masing-masing sebesar Rp100.000,00 (seratus ribu rupiah) per hari kerja dan paling banyak Rp5.000.000,00 (lima juta rupiah) per laporan, atau teguran tertulis atau peringatan tertulis yang disertai batas waktu perbaikan (artikel 12 ayat 2 dan 12 ayat 3).

Pasal 100 menetapkan bahwa setiap pihak yang melakukan pelanggaran dan/atau menyebabkan pelanggaran ketentuan tertentu dikenai sanksi administratif sebagaimana dimaksud dalam Pasal 93 dan/atau tindakan tertentu sebagaimana dimaksud (artikel 100).

Sedangkan Bagian Sembilan Sanksi Administratif (Pasal 41) menetapkan bahwa penyelenggara yang melanggar ketentuan tertentu dikenai sanksi administratif berupa peringatan tertulis, pembatasan kegiatan usaha, dan/atau pencabutan izin (artikel 41 ayat 1 dan 41 ayat 2).

Oleh karena itu, setiap pihak yang melanggar ketentuan dikenai sanksi administratif dapat berupa peringatan, denda, pembatasan kegiatan usaha, atau pencabutan izin, tergantung pada pasal yang dikaitkan.","
Setiap pihak yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 2, Pasal 3, Pasal 4 ayat (1), ayat (2), ayat (3), dan ayat (4), Pasal 6 ayat (2), Pasal 7 ayat (3), Pasal 8 ayat (3), Pasal 9, Pasal 10, Pasal 11 ayat (1), ayat (2), ayat (3), dan ayat (4), Pasal 12 ayat (2), Pasal 13 ayat (3), Pasal 15, Pasal 16, Pasal 17, Pasal 18, Pasal 19, Pasal 21, Pasal 22, Pasal 24, Pasal 25, dan Pasal 26 dikenai sanksi administratif.",1
28,"Pasal 26 Ayat (1) menyebutkan bahwa ""spesimen tanda tangan"" adalah tanda tangan yang dituangkan secara basah dan/atau yang dituangkan pada perangkat elektronik. Contoh dari tanda tangan ini antara lain tanda tangan yang dituangkan secara langsung pada layar perangkat keras milik Penjamin Jaminan Kredit (PJK) atau Calon Nasabah yang sedang mengakses perangkat lunak milik PJK atau milik pihak ketiga yang telah bekerjasama dengan PJK dalam rangka verifikasi melalui mekanisme pertemuan tatap muka secara elektronik atau verifikasi melalui mekanisme tidak tatap muka secara elektronik.

Sesuai dengan Pasal 26 Ayat (2), contoh dokumen keimigrasian yang dimaksud adalah kartu izin tinggal.

Selain itu, dalam ayat yang sama, juga menyebutkan bahwa ""diaspora Indonesia atau masyarakat Indonesia di luar negeri"" merupakan salah satu kriteria dari Calon Nasabah yang membutuhkan verifikasi tertulis.

Sesuai dengan context yang disampaikan, tidak ada informasi lebih lanjut mengenai dokumen apa yang dimaksud dalam ayat 1 huruf c.","
Dokumen sebagaimana dimaksud pada ayat (1) huruf c harus meliputi: - 7 - a. laporan Penilai; dan b. dokumen pendukung lainnya.",1
29,"Pasal 2 Ayat (1) Peraturan Nomor IX.E.1, Lampiran Keputusan Ketua Badan Pengawas Pasar Modal Nomor: Kep-412/BL/2009 tentang Transaksi Afiliasi dan Benturan Kepentingan Transaksi Tertentu mengatur bahwa Transaksi Afiliasi adalah setiap aktivitas dan/atau transaksi yang dilakukan oleh perusahaan terbuka atau perusahaan terkendali dengan Afiliasi dari perusahaan terbuka atau Afiliasi dari anggota direksi, anggota dewan komisaris, pemegang saham utama, atau Pengendali, termasuk setiap aktivitas dan/atau transaksi yang dilakukan oleh perusahaan terbuka atau perusahaan terkendali untuk kepentingan Afiliasi dari perusahaan terbuka atau Afiliasi dari anggota direksi, anggota dewan komisaris, pemegang saham utama, atau Pengendali.

Sesuai dengan definisi di atas, Transaksi Afiliasi meliputi:

1. Penyertaan dalam badan usaha, proyek, dan/atau kegiatan usaha tertentu.
2. Pembelian, penjualan, pengalihan, penggunaan, tukar-menukar aset atau segmen operasi.
3. Perolehan, pelepasan, atau pemberian hak penggunaan atas aset.

Transaksi Afiliasi yang merupakan kegiatan usaha adalah transaksi yang akan dilaksanakan secara rutin, berulang, dan/atau berkelanjutan dalam rangka menjalankan kegiatan usaha baru yang akan menghasilkan pendapatan usaha dan telah mendapat persetujuan RUPS terkait perubahan kegiatan usaha.

Informasi mengenai Transaksi Afiliasi yang wajib disebarluaskan oleh Emiten atau Perusahaan Publik meliputi:

a. Identitas Afiliasi.
b. Hubungan antara Afiliasi dengan Emiten atau Perusahaan Publik.
c. Bentuk transaksi afiliasi dan nilai transaksi.
d. Keterangan tentang keberadaan atau tidaknya benturan kepentingan.
e. Peranan Dewan Komisaris dalam melakukan prosedur yang memadai untuk memastikan bahwa transaksi afiliasi dilakukan sesuai dengan praktik bisnis yang berlaku umum.
f. Penafian atau pemberitahuan tentang adanya benturan kepentingan dalam melakukan transaksi afiliasi.

Selain itu, Emiten atau Perusahaan Publik juga mengungkapkan informasi pernyataan Direksi bahwa transaksi afiliasi telah melalui prosedur yang memadai dan peran Dewan Komisaris dalam melakukan prosedur yang memadai untuk memastikan bahwa transaksi afiliasi dilaksanakan sesuai dengan praktik bisnis yang berlaku umum. Hal ini dilakukan untuk memastikan bahwa transaksi afiliasi dilaksanakan sesuai dengan prinsip transaksi yang wajar (arms-length principle).","
uraian mengenai Transaksi Afiliasi, memuat paling sedikit: 1. tanggal transaksi; 2. objek transaksi; 3. nilai transaksi; 4. nama pihak yang melakukan transaksi dan hubungan dengan Perusahaan Terbuka; dan 5. sifat hubungan Afiliasi dari pihak yang melakukan transaksi dengan Perusahaan Terbuka;",0
30,"Pasal 1 dari Peraturan Otoritas Jasa Keuangan (OJK) tentang Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik menjelaskan bahwa Informasi atau Fakta Material adalah informasi atau fakta penting dan relevan mengenai peristiwa, kejadian, atau fakta yang dapat mempengaruhi harga efek pada Bursa Efek dan/atau keputusan pemodal, calon pemodal, atau pihak lain yang berkepentingan atas informasi atau fakta tersebut.

Dalam konteks yang Anda berikan, fakta material dapat berupa:

a. Penggabungan usaha (merger), pengambilalihan (acquisition), peleburan usaha (consolidation), atau pembentukan usaha patungan.
b. Pemecahan saham atau pembagian dividen saham (stock dividend).
c. Pendapatan dan dividen yang luar biasa sifatnya.
d. Perolehan atau kehilangan kontrak penting.
e. Produk atau penemuan baru yang berarti.
f. Perubahan tahun buku perusahaan.
g. Perubahan dalam pengendalian atau perubahan penting dalam manajemen.

Hal ini diterangkan dalam Pasal 6 dari Peraturan OJK tersebut, yang meliputi beberapa contoh dari Informasi atau Fakta Material seperti yang telah disebutkan di atas.

Informasi atau Fakta Material harus disampaikan dan diterbitkan oleh Emiten atau Perusahaan Publik kepada Otoritas Jasa Keuangan dan kepada masyarakat sesuai dengan ketentuan yang ditetapkan dalam Pasal 2 dari Peraturan OJK tersebut.","
Fakta Material adalah informasi atau fakta penting dan relevan mengenai peristiwa, kejadian, atau fakta yang dapat mempengaruhi harga Efek pada bursa Efek dan/atau keputusan pemodal, calon pemodal, atau pihak lain yang berkepentingan atas informasi atau fakta tersebut.",1
31,"Peraturan Otoritas Jasa Keuangan (OJK) ini berlaku untuk semua pihak yang terkait dengan jasa keuangan di sektor pasar modal, asuransi, dana pensiun, lembaga pembiayaan, dan lembaga jasa keuangan lainnya. Hal ini dapat dilihat dalam beberapa lampiran Peraturan OJK yang saya sampaikan di atas, seperti POJK Nomor 75/POJK.04/2017, POJK Nomor 56/POJK.04/2015, POJK Nomor 11/POJK.04/2018, dan lain-lain. Selain itu, Peraturan OJK ini diterbitkannya oleh Ketua Dewan Komisioner OJK dan dipublikasikan dalam Lembaran Negara Republik Indonesia, sehingga merupakan peraturan yang sah dan berlaku untuk semua pihak yang bergerak di bidang jasa keuangan di Indonesia.","
a. Emiten Skala Kecil dan Emiten Skala Menengah, yang nilai rata-rata kapitalisasi pasar selama jangka waktu 1 (satu) tahun sebelum berakhirnya periode laporan keuangan tahunan terakhir tidak lebih dari Rp250.000.000.000,00 (dua ratus lima puluh miliar rupiah); dan b. Perusahaan Publik, yang memenuhi kriteria aset dan pengendalian sebagaimana dimaksud dalam Pasal 1 angka 7 dan Pasal 1 angka 8, berdasarkan laporan keuangan tahunan terakhir yang diaudit.",1
32,"Pasal 5 Peraturan Otoritas Jasa Keuangan (OJK) Nomor 32/POJK.04/2014 tentang Emiten Skala Kecil dan Emiten Skala Menengah menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah wajib memiliki minimal satu komisaris independen.

Dalam Pasal 5 yang dimaksud, tidak ada persyaratan yang menetapkan jumlah maksimum komisaris independen yang harus dimiliki oleh Emiten Skala Kecil dan Emiten Skala Menengah. Oleh karena itu, minimal yang harus dimiliki adalah satu komisaris independen.

Selain itu, dalam Pasal 6 ayat (2) Peraturan OJK Nomor 32/POJK.04/2014, juga didefinisikan bahwa bagi Emiten Skala Kecil dan Emiten Skala Menengah yang tidak berbentuk perseroan terbatas, komisaris independen digantikan oleh pihak yang memiliki peran yang sesuai dengan undang-undang.

Jadi, dapat disimpulkan bahwa minimal emiten skala kecil dan menengah wajib memiliki satu komisaris independen.","
Emiten Skala Kecil dan Emiten Skala Menengah wajib memiliki paling sedikit 1 (satu) komisaris independen.",1
33,"Based on the provided context, Emiten Skala Kecil (Small Scale Issuers) and Emiten Skala Menengah (Medium Scale Issuers) whose effects are listed on the stock exchange must fulfill certain requirements regarding the disclosure of information and corporate governance that are appropriate for their capabilities and needs. Here are some key regulations in the Otoritas Jasa Keuangan (Financial Services Authority) regulation:

1. Small Scale Issuers and Medium Scale Issuers are not required to use an appraiser for affiliated transactions and material transactions, except if such transactions require approval from the Board of Directors.
2. Small Scale Issuers and Medium Scale Issuers whose effects are listed on the stock exchange are only required to make announcements to the public through the company's website and the stock exchange's website.
3. Small Scale Issuers and Medium Scale Issuers whose effects are not listed on the stock exchange are required to make announcements through: a. periodic financial reports as referred to in the Otoritas Jasa Keuangan regulation on the submission of periodic financial reports by issuers or public companies; b. disclosure of information as referred to in Article 7; and c. material information announcements as regulated in the Otoritas Jasa Keuangan regulation on disclosure of material information by issuers or public companies, at least through: 1. the Small Scale Issuer's or Medium Scale Issuer's website; and 2. a national daily newspaper in the Indonesian language or a website provided by the Otoritas Jasa Keuangan.

Therefore, Small Scale Issuers and Medium Scale Issuers whose effects are listed on the stock exchange are required to disclose information through their website and the stock exchange's website. Additionally, they must comply with the requirements related to the disclosure of periodic financial reports, material information, and other relevant information.","
Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan: - 9 - a. pengumuman atas Laporan Keuangan Berkala sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai penyampaian laporan keuangan berkala Emiten atau Perusahaan Publik; b. keterbukaan informasi sebagaimana dimaksud dalam Pasal 7; dan c. pengumuman Informasi atau Fakta Material sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, paling sedikit melalui: 1. Situs Web Emiten Skala Kecil atau Emiten Skala Menengah; dan 2. Situs Web bursa Efek. (2) Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tidak tercatat di bursa Efek wajib melakukan: a. pengumuman atas Laporan Keuangan Berkala sebagaimana dimaksud dalam dalam Peraturan Otoritas Jasa Keuangan mengenai penyampaian laporan keuangan berkala Emiten atau Perusahaan Publik; b. keterbukaan informasi sebagaimana dimaksud dalam Pasal 7; dan c. pengumuman Informasi atau Fakta Material sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, paling sedikit melalui: 1. Situs Web Emiten Skala Kecil atau Emiten Skala Menengah; dan 2. surat kabar harian berbahasa Indonesia yang berperedaran nasional atau Situs Web yang disediakan Otoritas Jasa Keuangan.",1
34,Pasal 11 Peraturan Otoritas Jasa Keuangan Nomor KEP-01/2014 tanggal 16 Januari 2014 tentang Kewajiban Keterbukaan Informasi Publik Perusahaan Terbuka mengatur mengenai pemberlakuan ketentuan pengumuman melalui Situs Web yang disediakan oleh Otoritas Jasa Keuangan. Hal ini ditetapkan oleh Otoritas Jasa Keuangan sesuai dengan Pasal 10 ayat (2) angka 2 dari Peraturan tersebut.,"
Pemberlakuan ketentuan pengumuman melalui Situs Web yang disediakan oleh Otoritas Jasa Keuangan sebagaimana - 10 - dimaksud dalam Pasal 10 ayat (2) angka 2 ditetapkan oleh Otoritas Jasa Keuangan",1
